Name,Team,Age,Main_role,Secondary_role,third_role,Apps,Mins,Goals,Assists,Yel,Red,SpG,PS%,AerialsWon,MotM,Rating
Othman El Kabir,Ural, 29, AM(L),,,13(1),1124,1,4,1,-,1.7,71.9,0.1,-,6.82
Artem Timofeev,FK Akhmat, 27, M(C),,,25(1),2140,3,2,7,1,1.5,75,1.2,2,6.81
Eric Bicfalvi,Ural, 33, AM(C),FW,,22,1946,7,1,4,-,3.4,74.3,2.2,1,6.81
Hördur Magnússon,CSKA Moscow, 28, D(CL),,,21(1),1855,1,1,1,1,0.4,79.9,2.9,-,6.81
Marcus Berg,FC Krasnodar, 34, FW,,,19(2),1613,9,3,4,-,2.2,69,0.9,2,6.80
Darko Jevtic,Rubin Kazan, 28, M(C),,,22(3),1827,3,3,3,1,1.2,77.5,0.4,2,6.80
Emil Bohinen,CSKA Moscow, 22, Midfielder,,,2(2),197,-,-,1,-,0.5,78.7,0.5,-,6.80
Matvey Safonov,FC Krasnodar, 22, GK,,,21,1890,-,-,-,-,-,63,0.4,1,6.80
Aleksandr Belenov,FC Ufa, 34, GK,,,29,2610,-,-,2,-,-,51,0.3,3,6.80
Cedric Gogoua,FC Rotor Volgograd, 26, D(C),,,22,1927,-,-,8,1,0.4,76.5,2.4,1,6.80
Zoran Nizic,FK Akhmat, 31, D(C),,,23(1),2020,-,1,3,-,0.3,83.2,2.5,1,6.79
Dmitri Skopintsev,Dinamo Moscow, 24, D(L),M(L),,22(2),1851,1,1,3,1,1.3,77.1,0.8,2,6.79
Stefan Strandberg,Ural, 30, D(C),DMC,,17,1478,1,1,2,1,0.4,79.9,2.1,1,6.79
Sergei Borodin,FC Ufa, 22, Defender,,,0(1),42,-,-,-,-,2,78.3,3,-,6.79
Ismael Silva,FK Akhmat, 26, M(CL),,,21(5),1735,1,4,7,-,1.3,82.5,0.4,2,6.79
Ilya Kukharchuk,Khimki, 30, M(CR),,,16(5),1365,5,5,5,1,1.4,68.8,0.5,1,6.78
Salomón Rondón,CSKA Moscow, 31, FW,,,9(1),743,4,2,-,-,2.9,73.7,2.2,-,6.78
Kings Kangwa,Arsenal Tula, 21, DMC,,,14(7),1277,1,3,3,1,1.2,82.8,0.9,2,6.78
Nail Umiarov,Spartak Moscow, 20, DMC,,,16(10),1501,-,4,6,-,0.6,83.2,1.2,-,6.77
Timofey Margasov,PFC Sochi, 28, D(CLR),M(R),,22(1),1868,-,5,5,-,0.6,73.6,1.7,1,6.76
Yuri Gazinskiy,FC Krasnodar, 31, DMC,,,25(1),1914,3,2,7,-,0.7,83.9,1.2,-,6.76
Kento Hashimoto,FC Rostov, 27, DMC,,,14(5),1278,6,1,7,-,1.5,75.9,1.3,2,6.76
Kirill Nababkin,CSKA Moscow, 34, D(CLR),M(LR),,3,226,-,-,-,-,0.3,83.9,1,-,6.76
Oleksandr Kaplienko,FC Tambov, 25, D(CL),,,14(2),1271,-,1,5,-,0.3,78.5,0.8,1,6.76
Sergey Pesjakov,FC Rostov, 32, GK,,,24,2160,-,-,-,-,-,62.1,0.2,1,6.76
Dmitriy Shomko,FC Rotor Volgograd, 31, D(L),,,4,333,-,-,-,-,0.5,68.4,1.5,-,6.76
Ilya Pomazun,Ural, 24, GK,,,17,1530,-,-,3,-,-,52.3,0.1,1,6.76
Vladimir Rykov,Ural, 33, D(C),,,20(1),1832,-,-,8,-,0.4,83.6,2.2,-,6.76
Vyacheslav Grulev,Dinamo Moscow, 22, FW,,,15(10),1379,4,1,7,-,2.3,68.6,2.4,2,6.76
Josip Condric,FC Rotor Volgograd, 27, GK,,,22,1980,-,-,2,-,-,42.5,0.2,3,6.75
Nikita Burmistrov,PFC Sochi, 31, AM(CLR),FW,,19(2),1468,6,1,3,1,2.1,76.2,0.9,1,6.75
Vitaly Gudiev,FK Akhmat, 26, GK,,,14,1260,-,-,-,-,-,52.6,0.2,-,6.75
German Onugkha,FC Tambov, 24, FW,,,7(4),691,4,-,5,-,1.9,54.7,3.8,-,6.75
Andrey Semenov,FK Akhmat, 32, D(CR),,,18,1565,2,-,6,1,0.3,77.8,2.2,1,6.74
Vladimir Iljin,FK Akhmat, 29, AM(C),FW,,25(3),2032,9,3,6,-,2.6,69.5,1.3,2,6.74
Andrey Mostovoy,Zenit, 23, AM(CLR),,,8(18),972,6,2,-,-,1.1,84.1,0.5,-,6.73
Tonny Vilhena,FC Krasnodar, 26, M(CL),,,17(7),1500,2,2,4,-,2,78.3,1.1,-,6.73
Yuri Zhirkov,Zenit, 37, D(L),M(CL),,7(8),704,-,2,1,-,1,81.9,0.5,1,6.73
Aleksey Shchetkin,FC Rotor Volgograd, 30, FW,,,5,367,2,-,1,-,1.6,62.5,4.2,-,6.72
Georgi Zotov,Rubin Kazan, 31, D(LR),M(LR),,15(2),1355,-,1,7,-,0.4,72.5,0.7,-,6.72
Anton Shunin,Dinamo Moscow, 34, GK,,,27,2430,-,-,2,-,-,64.2,0.3,1,6.72
Baktiyor Zainutdinov,CSKA Moscow, 23, D(L),M(CLR),,14(4),1211,1,1,3,-,1.2,85,1.3,-,6.72
Sergei Ryzhikov,FC Tambov, 40, GK,,,20,1800,-,-,3,-,-,50.6,0.1,2,6.72
Igor Akinfeev,CSKA Moscow, 35, GK,,,28,2520,-,-,2,-,-,52.9,0.1,1,6.72
Nikolay Zabolotny,PFC Sochi, 31, GK,,,9,810,-,-,1,-,-,56.7,0.2,-,6.72
Cristian Ramírez,FC Krasnodar, 26, D(L),,,12(4),1052,-,1,4,-,0.9,85.8,0.6,-,6.72
Andrey Lunev,Zenit, 29, GK,,,11(1),1028,-,-,-,-,-,79.6,0.3,-,6.71
Guilherme,Lokomotiv Moscow, 35, GK,,,25,2224,-,-,6,1,-,79.2,0.4,2,6.70
Ali Sowe,FC Rostov, 26, FW,,,11,988,3,-,2,-,1.9,72.8,2.1,2,6.70
Kristoffer Olsson,FC Krasnodar, 25, M(C),,,18(8),1728,3,2,6,-,0.9,87.4,0.5,1,6.70
Aleksandr Dovbnya,FC Rotor Volgograd, 34, GK,,,6,540,-,-,-,-,-,49.1,0.2,-,6.70
Joãozinho,PFC Sochi, 32, M(CLR),FW,,21(2),1672,1,3,1,-,1,73.9,0.6,-,6.70
Dimitri Barinov,Lokomotiv Moscow, 24, D(C),M(C),,8(5),686,1,1,4,-,1,80.7,0.9,1,6.70
Rifat Zhemaletdinov,Lokomotiv Moscow, 24, M(CLR),FW,,17(5),1360,3,5,8,-,0.9,80.9,0.9,-,6.70
Odise Roshi,FK Akhmat, 30, M(CR),,,1(5),250,2,-,2,-,2,73.5,1.7,1,6.69
Varazdat Haroyan,Ural, 28, D(C),,,1,90,-,-,1,-,1,86.5,4,-,6.69
Aleksandr Maksimenko,Spartak Moscow, 23, GK,,,29,2610,-,-,4,-,-,72.7,0.1,2,6.69
Soslan Dzhanaev,PFC Sochi, 34, GK,,,21,1890,-,-,1,-,-,56.7,0.1,-,6.68
Sergey Tkachev,Arsenal Tula, 32, M(CLR),,,11(10),1103,3,3,5,1,1.7,72.2,0.9,1,6.68
Konstantin Pliev,FC Ufa, 24, D(C),,,17,1530,-,-,8,-,0.4,81.1,1.5,-,6.67
Vitali Lystsov,Lokomotiv Moscow, 25, D(C),,,2(3),277,-,-,-,-,0.4,78.4,1.8,-,6.67
Georgi Kostadinov,Arsenal Tula, 30, M(C),,,17(3),1491,-,-,4,-,0.4,81.2,1.4,-,6.67
Emanuel Mammana,PFC Sochi, 25, D(C),,,14(4),1312,-,1,4,-,0.2,83.6,1.1,-,6.67
Georgi Dzhikiya,Spartak Moscow, 27, D(CL),,,27(1),2440,-,-,6,-,0.6,81.6,1.5,-,6.67
Vladislav Ignatjev,Lokomotiv Moscow, 34, D(LR),M(CLR),,11(5),965,3,-,2,-,0.9,77.3,1.1,1,6.67
Ivan Maevski,FC Rotor Volgograd, 33, M(C),,,4(1),365,-,-,1,-,-,69.8,2,-,6.66
Kirill Zaika,PFC Sochi, 28, M(LR),,,16(7),1556,1,3,4,1,1,76.3,0.7,-,6.66
Egor Danilkin,Khimki, 25, D(C),,,28(1),2505,-,-,6,-,0.3,77.1,2,-,6.66
Aleksandr Putsko,FK Akhmat, 28, D(C),,,13(4),1317,-,-,2,-,0.5,79.9,2.8,-,6.66
Aleksey Ionov,FC Rostov, 32, AM(CLR),FW,,9,723,1,2,2,-,0.7,75.5,0.3,-,6.66
Aleksey Sutormin,Zenit, 27, D(R),M(CLR),FW,9(17),965,3,4,3,-,0.8,80.9,0.2,-,6.66
Alexander Lomovitskiy,Arsenal Tula, 23, M(LR),,,17(1),1394,2,2,4,-,1.6,66,1.9,-,6.66
Daniil Kulikov,Lokomotiv Moscow, 22, DMC,,,18(7),1675,-,2,6,-,0.4,78.6,0.7,-,6.65
Nikolai Zolotov,Ural, 26, D(L),,,7(1),640,-,-,3,-,-,74.9,1,-,6.65
Fedor Chalov,CSKA Moscow, 23, AM(C),FW,,13(14),1227,7,4,1,-,2.2,70.1,0.5,2,6.65
Alan Dzagoev,CSKA Moscow, 30, M(CLR),FW,,11(4),821,2,1,4,-,0.9,82.4,0.2,1,6.65
Oleg Kozhemyakin,FC Rotor Volgograd, 26, D(CR),,,16(3),1443,-,1,5,-,0.4,71.1,2.3,1,6.65
Oleg Shatov,Rubin Kazan, 30, M(CLR),,,17(4),1482,1,3,4,-,0.7,81.8,0.7,-,6.65
Maksim Nenakhov,FK Akhmat, 22, D(R),,,26(1),2289,-,3,11,1,0.6,75.7,0.7,-,6.64
Dmitry Zhivoglyadov,Lokomotiv Moscow, 27, D(CLR),M(R),,19(5),1763,-,2,5,-,0.1,76.9,0.4,-,6.64
Konstantin Tyukavin,Dinamo Moscow, 18, FW,,,6(9),713,3,3,2,-,2,73.4,0.5,2,6.64
Evgeni Gapon,Khimki, 30, D(CL),,,5(1),435,-,-,2,-,0.2,73.1,0.5,-,6.63
Danil Stepanov,FC Rotor Volgograd, 21, D(L),M(L),,21(1),1917,1,1,9,-,0.6,70.9,0.5,-,6.62
Aleksandr Erokhin,Zenit, 31, M(CLR),FW,,9(16),843,7,3,2,-,1.8,77.7,1.2,-,6.61
Roman Eremenko,FC Rostov, 34, M(CLR),,,13(3),1041,1,1,3,1,1.6,76.1,0.9,-,6.61
Alexander Selikhov,Spartak Moscow, 27, GK,,,1,90,-,-,-,-,-,52.2,-,-,6.61
Valeriu Ciuperca,FC Tambov, 28, M(C),,,16,1337,2,-,5,-,0.9,86.8,0.9,-,6.61
Aleksandr Saplinov,FC Rostov, 23, DMC,,,0(3),81,1,-,-,-,0.7,65.9,2.3,-,6.61
Robert Bauer,Arsenal Tula, 26, D(CLR),M(LR),,22,1971,1,-,9,-,0.9,80.9,0.9,-,6.61
Egor Baburin,FC Rostov, 27, GK,,,4,360,-,-,-,-,-,46.6,0.3,-,6.61
Denis Terentjev,FC Rostov, 28, D(LR),,,12(3),976,-,1,2,-,0.7,69.3,1.1,-,6.61
Evgeny Kharin,FK Akhmat, 25, M(LR),,,22(7),1700,3,1,4,-,0.7,66,1.9,1,6.60
Guillermo Varela,Dinamo Moscow, 28, D(LR),,,15(2),1371,-,-,3,-,0.3,79.9,1.2,-,6.60
Aleksandr Chernikov,FC Krasnodar, 21, Midfielder,,,0(1),45,-,-,1,-,2,92.3,-,-,6.60
Wilker Ángel,FK Akhmat, 28, D(C),,,11(5),1010,1,1,1,-,0.3,74.6,2.3,1,6.60
Clinton N'Jie,Dinamo Moscow, 27, AM(LR),FW,,15(8),1131,4,-,4,-,1,73.5,0.1,1,6.60
Pavel Mamaev,FC Rostov, 32, M(CLR),,,7(6),641,2,1,-,-,1.5,79,0.5,-,6.60
Aleksandr Kokorin,Spartak Moscow, 30, AM(CLR),FW,,4(4),365,2,1,1,-,0.8,72.6,1.4,-,6.60
Pavel Pogrebnyak,Ural, 37, FW,,,16(2),1351,4,-,3,1,1.8,71.9,2.5,1,6.59
Aleksey Gerasimov,Ural, 28, D(C),,,16(3),1457,-,-,2,-,0.2,82.1,2.6,-,6.59
Ibrahim Tsallagov,PFC Sochi, 30, D(LR),DMC,M(R),24(2),2108,-,-,3,2,0.4,82.1,1.2,-,6.59
Artem Polyarus,Khimki, 28, AM(LR),,,7(1),599,-,-,3,-,2.3,70.6,1.3,-,6.59
Zuriko Davitashvili,FC Rotor Volgograd, 20, AM(CLR),,,19(1),1550,-,-,5,-,2.1,80,0.7,1,6.59
Andrey Egorychev,Ural, 28, M(CLR),,,26,2119,2,-,7,-,1,71.2,1.4,-,6.58
Haitam Aleesami,FC Rostov, 29, D(L),M(L),,8(5),744,-,-,3,-,0.2,75.4,1.5,-,6.58
Aleksey Ionov,FC Krasnodar, 32, AM(CLR),FW,,16(3),1457,4,3,1,-,0.7,80,0.1,1,6.58
Aleksey Kozlov,FC Rostov, 34, D(R),M(R),,20(4),1811,1,1,3,-,0.4,70.7,1.4,-,6.58
Alexey Nikitin,FC Ufa, 29, D(CR),,,22(1),2012,-,-,1,-,0.4,82.7,2.4,-,6.57
Vladimir Dyadyun,Khimki, 32, AM(CLR),FW,,12(3),967,-,1,4,-,1.7,65.8,3.8,-,6.57
Ade,FC Tambov, 38, D(C),,,10(2),861,-,-,2,-,0.2,75.3,1.5,-,6.57
Egor Sorokin,FC Krasnodar, 25, D(C),,,13(2),1172,-,-,4,1,0.2,78.8,2,-,6.57
Pavel Maslov,Spartak Moscow, 21, D(C),,,24(1),2108,-,-,6,1,0.1,85.4,1.3,-,6.57
Roman Neustädter,Dinamo Moscow, 33, D(C),M(C),,10(6),1006,1,-,4,-,0.4,86.2,0.9,-,6.57
Ivan Miladinovic,PFC Sochi, 26, D(C),,,18(6),1773,1,-,8,-,0.5,80.5,2,-,6.57
Ivan Novoseltsev,PFC Sochi, 29, D(CLR),,,11(4),906,-,1,2,-,0.4,74.5,1.1,-,6.57
Georgy Schennikov,CSKA Moscow, 30, D(L),M(L),,20(2),1743,-,-,3,-,0.5,81.5,0.8,-,6.57
Silvije Begic,Rubin Kazan, 27, D(C),,,15(3),1450,-,-,4,1,0.3,80.2,1.7,1,6.57
Aleksandr Dolgov,Khimki, 22, Forward,,,2(4),195,1,1,-,-,0.7,70.7,0.7,-,6.57
Ilya Zhigulev,FC Rotor Volgograd, 25, M(C),,,23(3),2061,-,-,8,-,0.8,76.7,0.7,1,6.56
Sergey Parshivlyuk,Dinamo Moscow, 32, D(R),M(R),,21(1),1760,-,1,7,2,0.3,80.3,0.4,-,6.56
Aleksandr Troshechkin,Khimki, 25, DMC,,,22(2),1845,2,3,8,2,1.1,71.8,1.5,1,6.56
Daniil Khlusevich,Arsenal Tula, 20, D(R),M(R),,13(12),1243,3,3,5,-,0.7,64,0.5,3,6.56
Timur Zhamaletdinov,FC Ufa, 24, FW,,,20(8),1765,4,1,3,-,1.8,66.1,1.5,1,6.56
Vadim Karpov,CSKA Moscow, 18, D(C),,,10(2),825,-,1,1,-,0.3,85,0.8,-,6.55
Mikhail Kerzhakov,Zenit, 34, GK,,,18,1582,-,-,-,-,-,76.4,0.2,-,6.55
